laptop_id,inches,ram,weight,price_euros,company_Acer,company_Apple,company_Asus,company_Chuwi,company_Dell,company_Fujitsu,company_Google,company_HP,company_Huawei,company_LG,company_Lenovo,company_MSI,company_Mediacom,company_Microsoft,company_Razer,company_Samsung,company_Toshiba,company_Vero,company_Xiaomi,typename_2 in 1 Convertible,typename_Gaming,typename_Netbook,typename_Notebook,typename_Ultrabook,typename_Workstation,opsys_Android,opsys_Chrome OS,opsys_Linux,opsys_Mac OS X,opsys_No OS,opsys_Windows 10,opsys_Windows 10 S,opsys_Windows 7,opsys_macOS,pix_ancho,pix_largo,touchscreen,capacidad_dd,tipo_dd_Flash Storage,tipo_dd_HDD,tipo_dd_Hybrid,tipo_dd_SSD,tipo_cpu,tipo_gpu
1263,15.6,16,2.5,1600.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
813,11.6,4,1.63,744.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,128.0,0,0,0,1,1,1
1206,13.3,8,1.23,1099.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3200,1800,1,256.0,0,0,0,1,1,1
680,13.3,8,1.3,1034.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,1,256.0,0,0,0,1,1,1
272,15.6,4,2.2,467.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920,1080,0,1024.0,0,1,0,0,1,1
196,13.3,8,1.3,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
1059,15.6,8,1.84,2103.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
1281,15.6,4,2.4,289.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1366,768,0,500.0,0,1,0,0,1,1
1084,12.0,8,0.92,1300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2304,1440,0,256.0,1,0,0,0,1,1
1052,15.6,8,2.09,1062.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1920,1080,0,256.0,0,0,0,1,1,1
190,15.6,16,2.06,2397.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3840,2160,1,512.0,0,0,0,1,1,0
559,17.3,16,4.42,2699.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
1024,15.6,8,2.65,949.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,1024.0,0,0,1,0,1,0
1276,15.6,8,2.32,895.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1920,1080,0,1024.0,0,0,1,0,1,0
1010,13.3,8,1.11,1349.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,1,256.0,0,0,0,1,1,1
26,15.6,4,2.3,418.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,1024.0,0,1,0,0,1,1
1177,13.3,8,1.48,2041.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2560,1440,1,512.0,0,0,0,1,1,1
952,14.0,8,1.36,1639.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
84,14.0,8,1.63,860.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
786,14.0,4,1.8,636.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,128.0,0,0,0,1,1,1
811,13.3,8,1.29,1499.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
452,14.0,8,1.64,1179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
1287,15.6,4,2.2,720.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,500.0,0,1,0,0,1,0
311,13.3,16,1.28,1975.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,1,256.0,0,0,0,1,1,1
600,15.6,16,2.5,1699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
458,15.6,16,2.17,1975.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
404,14.0,8,1.9,938.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
876,15.6,4,2.07,910.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,500.0,0,1,0,0,1,1
473,15.6,4,2.2,469.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,500.0,0,1,0,0,1,0
397,17.3,16,3.0,1591.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
176,15.6,4,2.2,309.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1366,768,0,500.0,0,1,0,0,0,0
787,14.0,16,1.95,2899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,512.0,0,0,0,1,1,0
851,17.3,32,4.42,3072.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,524288.0,0,0,0,1,1,0
963,14.0,4,1.68,349.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1366,768,0,32.0,1,0,0,0,1,1
705,12.5,4,1.2,669.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1920,1080,1,64.0,1,0,0,0,1,1
613,15.6,8,2.2,1399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
962,17.3,4,2.36,659.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1600,900,0,1024.0,0,1,0,0,1,0
8,13.3,8,1.34,1158.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1440,900,0,256.0,1,0,0,0,1,1
39,15.6,4,1.86,488.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,1024.0,0,1,0,0,1,1
130,14.0,4,1.65,277.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1366,768,0,64.0,0,0,0,1,0,0
912,13.3,8,1.24,2013.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3200,1800,1,512.0,0,0,0,1,1,1
305,14.0,4,1.3,509.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,128.0,0,0,0,1,1,1
353,15.6,16,1.88,1607.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,512.0,0,0,0,1,1,1
1315,15.6,4,2.2,720.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,500.0,0,1,0,0,1,0
1136,13.3,8,1.16,1690.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
947,13.3,16,1.3,1799.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3200,1800,1,1024.0,0,0,0,1,1,1
1025,12.5,4,1.26,1539.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,500.0,0,1,0,0,1,1
106,13.3,8,1.38,1119.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
438,13.3,8,1.4,1010.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
460,14.0,8,1.65,1345.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
1278,14.0,4,1.8,833.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,1,128.0,0,0,0,1,1,1
997,15.6,4,2.3,649.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,256.0,0,0,0,1,1,1
602,15.6,8,2.29,459.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,1024.0,0,1,0,0,1,1
657,12.5,8,1.36,1584.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
237,15.6,16,3.2,1499.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
107,13.5,8,1.252,1340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2256,1504,1,256.0,0,0,0,1,1,1
832,15.6,8,2.4,1199.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
601,17.3,4,2.8,529.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920,1080,0,500.0,0,1,0,0,1,1
508,15.6,8,1.91,618.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,256.0,0,0,0,1,1,0
888,13.3,8,1.28,935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
233,17.3,8,2.69,891.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
898,17.3,12,2.2,1369.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
143,17.3,4,3.0,655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,1024.0,0,1,0,0,1,0
435,17.3,12,3.35,1999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
136,15.6,4,2.2,572.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
1019,14.0,4,1.48,1099.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,256.0,0,0,0,1,1,1
415,15.6,4,2.2,409.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,500.0,0,1,0,0,1,1
211,13.3,8,1.21,1949.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3840,2160,1,256.0,0,0,0,1,1,1
1029,13.3,8,1.5,1210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,256.0,0,0,0,1,1,1
509,13.9,8,1.4,1599.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,1,256.0,0,0,0,1,1,1
561,17.3,8,2.63,1280.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,1024.0,0,1,0,0,1,0
884,13.3,4,1.44,735.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,180.0,0,0,0,1,1,1
1021,14.0,8,1.43,1449.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1920,1080,0,256.0,0,0,0,1,1,1
310,15.6,4,2.2,359.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1366,768,0,1024.0,0,1,0,0,1,1
776,15.6,16,2.72,1099.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3840,2160,1,131072.0,0,0,0,1,1,0
439,14.0,4,1.7,599.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,128.0,0,0,0,1,1,1
1047,14.0,8,1.95,1195.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1920,1080,0,256.0,0,0,0,1,1,1
916,15.6,8,1.95,1962.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,512.0,0,0,0,1,1,1
414,14.0,8,1.36,1680.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,512.0,0,0,0,1,1,1
467,15.6,4,2.23,544.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,1024.0,0,1,0,0,1,0
334,12.5,8,1.26,1335.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
1189,15.6,16,2.1,1159.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,512.0,0,0,0,1,1,1
917,15.6,16,1.08,2099.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1080,1,512.0,0,0,0,1,1,1
620,15.6,4,2.25,359.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1366,768,0,1024.0,0,1,0,0,1,1
1188,15.6,8,1.96,679.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
50,17.3,4,2.8,466.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,1024.0,0,1,0,0,1,0
416,11.6,2,1.15,304.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,32.0,1,0,0,0,1,1
291,15.6,8,1.95,1097.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
828,14.0,4,1.76,755.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,500.0,0,1,0,0,1,1
581,15.6,4,2.05,685.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,500.0,0,1,0,0,1,1
866,15.6,8,1.9,945.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,128.0,0,0,0,1,1,1
491,15.6,4,2.3,565.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,128.0,0,0,0,1,1,1
673,15.6,4,2.1,498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,128.0,0,0,0,1,1,1
732,17.3,8,2.7,1348.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
42,15.6,16,2.65,1499.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
1213,15.6,12,2.21,1327.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
394,15.6,8,2.0,2135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,0
257,15.6,4,1.68,469.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,1024.0,0,1,0,0,0,0
554,15.6,4,2.15,462.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920,1080,0,1024.0,0,1,0,0,1,1
1274,17.3,16,4.0,1900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
1092,17.3,16,3.78,2499.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
1300,11.6,2,1.17,209.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1366,768,0,32.0,1,0,0,0,1,1
746,15.6,16,1.8,2094.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,262144.0,0,0,0,1,1,0
547,13.3,8,1.2,1399.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3200,1800,1,256.0,0,0,0,1,1,1
1196,15.6,16,1.91,2153.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
181,18.4,32,4.4,2799.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,524288.0,0,0,0,1,1,0
427,15.6,16,2.0,1899.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3840,2160,1,512.0,0,0,0,1,1,0
721,14.0,4,1.5,298.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,32.0,1,0,0,0,1,1
531,17.3,8,2.8,889.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1920,1080,0,131072.0,0,0,0,1,1,0
742,13.3,8,1.44,960.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1920,1080,0,256.0,0,0,0,1,1,1
560,17.3,8,2.65,544.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1600,900,0,1024.0,0,1,0,0,1,1
